class,comment,terms,text,id,created_at,location,state,uid,friends_count,followers_count,user_created_at,statuses_count
-1,,smok*,"Great news, our wirelessly linked smoke detectors work. Bad news, I almost burnt the house down. http://twitpic.com/69dgf",1972000702,Sat May 30 15:21:05 +0000 2009,"Boston, Ma",ma,16738955,19,25,Tue Oct 14 14:52:40 +0000 2008,125
0,,cig*,"@terrysimpson says the doctor as Opinion strides into the room, gown open, and bites off the lit end of his cigar.",1980346102,Sun May 31 13:28:25 +0000 2009,"Boston, Ma",ma,17545037,323,34904,Fri Nov 21 20:30:55 +0000 2008,15458
1,,smok*,@Weena1 its 2am and im tired but talking to you and a couple of other people. i will smoke 1 more hahhaa i've said that 3x now lol..,1910033600,Mon May 25 06:04:43 +0000 2009,Howell Michigan,mi,29109319,90,140,Mon Apr 06 00:59:45 +0000 2009,2453
1,,smok*,@IamNO_Angel i will in a few minutes i smoke one more then goto bed i miss @goddessgreeneye she makes me laugh,1909952600,Mon May 25 05:51:02 +0000 2009,Howell Michigan,mi,29109319,90,140,Mon Apr 06 00:59:45 +0000 2009,2440
0,,cig*,Is going to find something semi constructive to do like get dressed or flash truckdrivers for cig money. BBL.,1922958200,Tue May 26 12:30:21 +0000 2009,Michigan,mi,16544850,41,47,Wed Oct 01 15:04:02 +0000 2008,2176
0,,smok*,I just bought rhubarb and fresh asparagus from a local farmer who sounds like she smoked 7 packs everyday for the last 40 years.,1928048202,Tue May 26 21:11:30 +0000 2009,"Ada, Michigan",mi,39337582,8,13,Mon May 11 20:47:27 +0000 2009,38
0,,cig*,Cigar bar downtown.,1929438402,Tue May 26 23:33:07 +0000 2009,"iPhone 42.352276,-83.080116",mi,15118982,75,107,Sat Jun 14 19:08:57 +0000 2008,1243
1,,smok*,Today I sat in a dog crate and smoked. My life could not possibly be trashier or more pointless.,1931358704,Wed May 27 02:44:50 +0000 2009,Michigan,mi,28259740,25,22,Thu Apr 02 02:21:37 +0000 2009,209
1,,cig*,"@MareaJane hope you get better soon! i thought i was coming down with something, but avoiding cigs and lotsa juice might save me...",1931364400,Wed May 27 02:45:21 +0000 2009,"iPhone 42.452190,-83.136848",mi,17968241,102,91,Mon Dec 08 18:11:37 +0000 2008,1709
-1,,smok*,"Photo: One Of The Greatest To Ever Do It. pop it in, smoke a blunt, and listen to a story. http://tumblr.com/xll1vmmh7",1932038401,Wed May 27 03:46:10 +0000 2009,Michigan,mi,18469336,26,38,Tue Dec 30 04:05:09 +0000 2008,327
1,,smok*,Sitting in the Dr.s office again. Quit smoking 3mths agos and now can't get rid of this bronchitis. Frustrating.,1935742900,Wed May 27 13:47:27 +0000 2009,"Taylor, Michigan",mi,15881765,154,118,Sun Aug 17 13:32:59 +0000 2008,346
0,,smok*,"Michigan House passes smokefree bill, HB 4377, by a vote of 73-31.  Covers all restaurants and bars.",1936094903,Wed May 27 14:26:45 +0000 2009,Michigan,mi,34021117,104,116,Tue Apr 21 20:02:48 +0000 2009,17
0,,"cig*,smok*",New smoking ban unlikely to create more cigar bars http://tinyurl.com/qb3hrg,1936205403,Wed May 27 14:38:49 +0000 2009,"Troy, MI",mi,20519091,1959,1832,Tue Feb 10 15:19:16 +0000 2009,434
-1,,smok*,Now Playing: . SMOKIN www.getknownradio.com,1938026000,Wed May 27 17:46:46 +0000 2009,"Detroit, MI",mi,40822059,20,232,Mon May 18 05:41:03 +0000 2009,3811
1,,smok*,About to smoke and see Terminator,1939649504,Wed May 27 21:00:39 +0000 2009,"Wyandotte, Michigan",mi,26185279,13,15,Tue Mar 24 05:32:47 +0000 2009,122
1,,cig*,"@wiens i've stopped -- two cigs in the past ten days, in any case -- without really intending to",1940546603,Wed May 27 22:49:35 +0000 2009,"ann arbor, mi",mi,14875965,20,35,Fri May 23 01:41:08 +0000 2008,1195
-1,,smok*,"@smtreger That's funny. So do you eat, screw or smoke it? I'm confused.",1946839002,Thu May 28 13:01:44 +0000 2009,Ann Arbor,mi,22257684,48,37,Sat Feb 28 14:09:11 +0000 2009,71
0,,smok*,State House-passed smoking ban faces tough time in Senate: A state House-passed ban on smoking in bars and other.. http://tinyurl.com/odputr,1947067600,Thu May 28 13:28:35 +0000 2009,"Pontiac, Mi",mi,20090273,0,404,Wed Feb 04 20:36:45 +0000 2009,1152
0,,smok*,@mel0d The NY State work around is bars will charge you a dollar to smoke then pool that money to pay the fine when they get busted.,1947403304,Thu May 28 14:04:27 +0000 2009,Lansing MI,mi,12508272,138,137,Mon Jan 21 20:30:41 +0000 2008,1269
0,,smok*,"Don't forget, it's not too late to speak out against workplace smoking! Tell your senator to take action today! http://bit.ly/aNSy7",1947860303,Thu May 28 14:49:43 +0000 2009,"Lansing, Michigan",mi,14531815,672,730,Fri Apr 25 18:56:38 +0000 2008,396
-1,,smok*,RT @sueannesjewelry: Pickles. I'm craving pickles. (That's hot Sueanne....really.  Smokin!),1955095900,Fri May 29 02:30:28 +0000 2009,"Ludington, MI",mi,20892559,972,1087,Sun Feb 15 04:27:13 +0000 2009,5125
1,,cig*,Cut and cleaned fish to fry over the bonfire...and is now enjoying cigars with the guys.,1955101104,Fri May 29 02:30:59 +0000 2009,"Detroit, MI",mi,30645450,26,31,Sun Apr 12 12:54:34 +0000 2009,117
0,,cig*,Jose Oliva was a blast! Follow @OlivaIan for more updates on their cigars and events. #FollowFriday,1960084904,Fri May 29 14:23:51 +0000 2009,"Troy, MI",mi,20519091,2014,1881,Tue Feb 10 15:19:16 +0000 2009,453
0,,smok*,Time for a smoke and a trip to the bank. Why can't you smoke in banks? It'd make waiting in the oppressive silence a bit easier.,1962201902,Fri May 29 17:40:53 +0000 2009,Michigan,mi,50393,38,70,Fri Dec 08 13:04:10 +0000 2006,1043
0,,smok*,Bulletin: GM settlement near. UAW gives up second smoke break !  #tcot #hhrs #gop,1963415804,Fri May 29 19:41:23 +0000 2009,"T 47.104901,-88.52616",mi,21081237,314,297,Tue Feb 17 11:23:44 +0000 2009,823
1,,smok*,Got da smoke & drink its time 2 get fresh & give my life 2nite....aw & go MELO & the NUGGETS we need the W or yall niggas on summer vaca....,1967272902,Sat May 30 02:16:42 +0000 2009,"T 43.032719,-85.645668",mi,34472705,102,111,Thu Apr 23 01:04:41 +0000 2009,1269
-1,,smok*,"David's voice is smooth, smokey, mesmerizing.....checking",1967403400,Sat May 30 02:31:00 +0000 2009,Michigan,mi,15716534,58,58,Mon Aug 04 01:13:24 +0000 2008,1253
-1,,smok*,@ZackScott So you are high now? How is that cops weed? So weird that a cop would sell you weed! Did he smoke a sample w/ you first?,1970477200,Sat May 30 11:01:30 +0000 2009,Michigan,mi,14966163,364,1882,Sat May 31 20:39:34 +0000 2008,7467
-1,,smok*,"""If you could do away with any law what would it be?""  --  ""Freedom to smoke donuts!""",1970019802,Sat May 30 09:07:27 +0000 2009,"Caro, MI",mi,19893724,8,8,Mon Feb 02 04:51:12 +0000 2009,410
0,,smok*,"quotergalMan, whilemytweets were private I forgot how much words like smoke or money ortaxesor *anything* will attract the Spam Element. ...",1977554803,Sun May 31 04:12:29 +0000 2009,Michigan,mi,42652652,279,40,Tue May 26 15:55:54 +0000 2009,116
-1,,smok*,smoked to much doj and is passing out early. no partying tonight :p,1977691601,Sun May 31 04:29:52 +0000 2009,"Ferndale, MI",mi,16974784,85,73,Sun Oct 26 02:12:39 +0000 2008,329
-1,,smok*,"Putting Ribs in Alto Sham for the night, yes I wish it was a smoker",1977832902,Sun May 31 04:48:46 +0000 2009,Livonia Michigan,mi,43641377,2,0,Sun May 31 04:30:35 +0000 2009,1
1,,cig*,"Jeannie just ran her 5K, and I'm a fatty. Everyone gave me the stink eye when I lit my cigarette. It was great.",1980932300,Sun May 31 15:01:36 +0000 2009,Ann Arbor,mi,42448819,14,5,Mon May 25 17:41:18 +0000 2009,5
0,,smok*,"garret's smoke-rolling service, 5 bucks a carton. you pay for the bag and the papers, but you get them in a day. just got an order filled.",1982713103,Sun May 31 18:45:18 +0000 2009,Detroit Michigan,mi,19883516,83,108,Sun Feb 01 23:37:33 +0000 2009,1695
0,,cig*,@MitchBarratt with a cigarette on the first night we met. Look to the past and remember a smile....,1982775602,Sun May 31 18:52:44 +0000 2009,"Detroit, MI",mi,18284210,18,16,Sun Dec 21 13:56:01 +0000 2008,98
-1,,smok*,"Ribs have been smoking for 2 hours, 2 hours to go.  Man, is the smell making me hungry.",1983072200,Sun May 31 19:27:03 +0000 2009,"Ann Arbor, MI",mi,3704001,42,51,Sat Apr 07 12:07:00 +0000 2007,210
-1,,smok*,"grilling this http://tinyurl.com/lcz6qy (jeff), smokey tempeh (me) http://tinyurl.com/n8emc5 , http://tinyurl.com/nmjhel & asparagus",1984312101,Sun May 31 21:51:36 +0000 2009,"royal oak, mi",mi,16386056,78,58,Sun Sep 21 01:36:18 +0000 2008,582
0,,tobacco,OPINION: It's time for the FDA to regulate tobacco http://tinyurl.com/o5wbjp,1944836901,Thu May 28 07:04:33 +0000 2009,"Butte, Montana",mt,17290551,4,78,Mon Nov 10 17:23:58 +0000 2008,686
0,,cig*,What are you going to do with that money? Are you going to buy cigarettes for your mom?  xoxo M,1976479302,Sun May 31 00:26:06 +0000 2009,"Laurel, MT",mt,24499921,17,28,Sun Mar 15 07:32:06 +0000 2009,380
-1,,smok*,"@fhnixon :: I don't smoke weed by any means, but c'mon... It's crazy that it is still illegal in the 21st Century.",1916376601,Mon May 25 21:10:09 +0000 2009,"Bismarck, ND",nd,9908452,65,51,Sat Nov 03 06:05:16 +0000 2007,1256
0,,tobacco,Page1:  Increase in tobacco tax sought.  Sports:  Williston High loses to fall to consolation bracket. www.willistonherald.com for more info,1961902704,Fri May 29 17:13:05 +0000 2009,"Williston, ND",nd,19446193,27,29,Sat Jan 24 13:39:52 +0000 2009,29
-1,,smok*,Put a couple of pork butts in the smoker this morning. Nothing like the smell of wood smoke  and pork fat filling the yard.,1982054703,Sun May 31 17:26:09 +0000 2009,"Minot, North Dakota",nd,16008284,235,251,Wed Aug 27 05:17:08 +0000 2008,2124
-1,,smok*,"@nickashley So now u smell all smokey? It's strange, but I love that.. :)",1909776100,Mon May 25 05:22:02 +0000 2009,"Omaha, NE",ne,16880711,205,231,Tue Oct 21 03:50:01 +0000 2008,1841
0,,smok*,"Nebraska set to become 16th state to go smoke-free: A statewide smoking ban takes effect on June 1, barring smok.. http://tinyurl.com/onqzkl",1916312303,Mon May 25 21:03:24 +0000 2009,"Lincoln, NE",ne,23987282,243,259,Thu Mar 12 17:23:51 +0000 2009,740
0,,smok*,@robby1051 WHA???? quick smoking?,1931106802,Wed May 27 02:20:37 +0000 2009,Omaha NE,ne,19538925,38,47,Mon Jan 26 15:23:27 +0000 2009,617
0,,smok*,can't wait until June 1st when Nebraska bars/restaurants will be smoke-free.,1963575503,Fri May 29 19:55:58 +0000 2009,Nebraska,ne,14675051,442,760,Tue May 06 16:03:55 +0000 2008,939
-1,,smok*,"Needs to do it, but doesn't know how.  On the other hand, future plans are coming out of the smoke quite nicely....",1967769403,Sat May 30 03:10:46 +0000 2009,"Omaha, Nebraska",ne,26275245,33,14,Tue Mar 24 17:05:32 +0000 2009,116
1,,cig*,"#myweakness  cheesecake, cigarettes, handmade jewelry, alone-time, taco bell, bath products, twitter ;)",1972568503,Sat May 30 16:28:16 +0000 2009,"Lincoln, NE",ne,14222584,152,187,Wed Mar 26 03:27:55 +0000 2008,1394
0,,tobacco,It's World No Tobacco Day. Telling the husband so he'll stop for the day. Almost quit but back up to half a pack a day. Bummer!,1980519402,Sun May 31 13:58:37 +0000 2009,Nebraska,ne,15031986,322,269,Fri Jun 06 19:22:44 +0000 2008,1831
-1,,smok*,"smoking a bowl, making dinner, watching family guy, cleaning, getting ready, hanging out with a friend. (not necessarily in that order)",1917911903,Tue May 26 00:08:04 +0000 2009,"Nashua, NH",nh,33135734,56,14,Sun Apr 19 05:03:36 +0000 2009,3
-1,,smok*,@richierich78 Inside Joke. Remember the dream about the juice? You're 4getful. Stop smokin that wacky tabacky,1939068401,Wed May 27 19:50:24 +0000 2009,"Manchester, NH",nh,18726834,159,39,Wed Jan 07 16:23:46 +0000 2009,217
0,,smok*,"actually 23! but still a champ in all respects. RT @Cody_K: @kimlw 21 today?  Awesome.  Now you can drink, smoke and gamble like a champ!!",1954124702,Fri May 29 00:56:31 +0000 2009,new hampshire,nh,17979024,954,983,Tue Dec 09 00:48:02 +0000 2008,3590
1,,smok*,"Smoking and then sleeeeeeping forever, I'm exhausted.",1977305101,Sun May 31 03:38:48 +0000 2009,"iPhone 42.966736,-71.411972",nh,22284927,80,64,Sat Feb 28 19:09:08 +0000 2009,784
0,,tobacco,"Big Tobacco touts tax on little guys: Big Tobacco wants Little Tobacco taxed more, saying it could mean $28 mill.. http://tinyurl.com/o7qdn7",1913718102,Mon May 25 16:25:29 +0000 2009,"Biloxi, Mississippi",ms,19026473,95,758,Thu Jan 15 16:01:04 +0000 2009,1309
0,,smok*,#3wordsduringsex need a smoke....lol,1920789103,Tue May 26 05:38:29 +0000 2009,lucedale ms,ms,23554317,369,249,Tue Mar 10 04:03:39 +0000 2009,2189
-1,,smok*,Have a chicken smoking... love my baby and thinking about what the future holds,1931074802,Wed May 27 02:17:27 +0000 2009,"Columbus, MS",ms,38693914,30,15,Fri May 08 16:18:48 +0000 2009,51
0,,smok*,@fiendishlyfoxxy Well why do you smoke?,1936435700,Wed May 27 15:03:25 +0000 2009,Mississippi,ms,15473932,33,59,Thu Jul 17 21:16:09 +0000 2008,4370
0,,cig*,In Nebraska a guy robbed a store with a Bud Light box over his head. He stole 9 packs of cigarettes. #wtf,1939151803,Wed May 27 20:02:05 +0000 2009,"T 31.371526,-90.478655",ms,15627801,83,170,Mon Jul 28 04:27:57 +0000 2008,1988
0,,smok*,@richaoj hey where do you get those Russian smokes?,1947589304,Thu May 28 14:22:52 +0000 2009,"iPhone 32.339420,-90.171005",ms,20560244,164,82,Wed Feb 11 00:28:43 +0000 2009,502
0,,cig*,..some buttons to make for tour.. Almost ruined by my sis accidently burning me w/her cigarette but mom made it up w/a Chai Tea Frap! SCORE!,1975363304,Sat May 30 22:00:09 +0000 2009,Mississippi,ms,28262444,144,187,Thu Apr 02 02:34:48 +0000 2009,2243
,,tobacco,"AU: Retailers Must Pay to Comply with New Tobacco Regulations: In New South Wales, retailers are now required to.. http://twurl.nl/owz6jb",1914318101,Mon May 25 17:32:45 +0000 2009,Missouri,mo,16711382,242,201,Sun Oct 12 19:53:37 +0000 2008,468
0,,smok*,My car smells like someone smoked a pipe in it. Or smoked something in it.......hmmmmm......,1928076801,Tue May 26 21:14:21 +0000 2009,"Blue Springs, Mo",mo,30750298,45,35,Sun Apr 12 23:38:24 +0000 2009,183
0,,cig*,"@Cigars4Women Why thank you! I use it as often as I can to get what I want. Sadly, our cigar bar up the street closed.  Dad was bummed.",1936992102,Wed May 27 16:01:03 +0000 2009,"Kansas City, Missouri",mo,28863002,220,156,Sat Apr 04 20:22:14 +0000 2009,84
0,,smok*,I think all smokers should be jailed for attempted suicide and homicide. It makes complete sense.,1938066203,Wed May 27 17:50:56 +0000 2009,Missouri,mo,34844073,38,12,Fri Apr 24 04:12:46 +0000 2009,153
0,,"cig*,hookah,smok*",Want Teeth Like This? Smoke a Hookah: A new study shows that smoking the hookah is worse on your teeth than ciga.. http://twurl.nl/2yu2tq,1939545401,Wed May 27 20:48:21 +0000 2009,Missouri,mo,16711382,242,208,Sun Oct 12 19:53:37 +0000 2008,476
0,,smok*,Dont be such a chicken Kiff teenagers all smoke and they seem pretty on the ball,1944576004,Thu May 28 06:19:53 +0000 2009,"Kansas City, Missouri",mo,24232154,64,52,Fri Mar 13 19:18:38 +0000 2009,639
-1,,smok*,no one is ever truly happy..its all smoke and mirrors,1943465401,Thu May 28 03:53:54 +0000 2009,"iPhone 39.173088,-94.523506",mo,39443830,7,7,Tue May 12 05:45:44 +0000 2009,58
0,,smok*,Evidence Supports Use Of Web- And Computer-Based Programs To Help Adults Quit Smoking http://ow.ly/9GbD,1949041603,Thu May 28 16:42:12 +0000 2009,Missouri,mo,23036506,358,310,Fri Mar 06 05:51:21 +0000 2009,149
-1,,smok*,@psychenbelljar why is it off? And you should try smoke signals or AIM. afrisbie88,1953024200,Thu May 28 23:08:52 +0000 2009,Independence MO,mo,22690695,28,26,Tue Mar 03 22:20:32 +0000 2009,1536
1,,"cig*,smok*",I'm in a horribly foul mood because I neeeeeed a cigarette yet somehow refuse to smoke one,1955219902,Fri May 29 02:42:36 +0000 2009,"iPhone 38.567490,-90.513329",mo,37393906,18,12,Sun May 03 09:35:58 +0000 2009,22
-1,,smok*,RT @TheOnion: Smoke Monster From 'Lost' Given Own Primetime Spin-Off Series http://bit.ly/tmkWH,1959954704,Fri May 29 14:10:47 +0000 2009,"T 38.630906,-90.26971",mo,16401673,168,97,Mon Sep 22 09:53:03 +0000 2008,416
-1,,smok*,Just got back from Smoke & Fire (AKA: BBQ Disneyland),1962945901,Fri May 29 18:58:02 +0000 2009,"Kansas City, MO",mo,16437291,362,996,Wed Sep 24 17:20:15 +0000 2008,361
-1,,smok*,#yourenotahustler if you you by a half oz a day and then try to sex 4 sacks so you can get ur smoke sack and money back...lmao,1965977102,Fri May 29 23:53:41 +0000 2009,"T 39.045715,-94.535342",mo,26330835,257,281,Tue Mar 24 21:38:07 +0000 2009,2862
0,,"cig*,smok*","Only in CA would you find two harley riding, chaps wearing, guys smoking cigars at 10 am in front of a starbucks",1973163602,Sat May 30 17:36:40 +0000 2009,"Saint Louis, MO",mo,14484850,1489,1583,Wed Apr 23 03:47:17 +0000 2008,2864
-1,,smok*,"Watching Taken, I'm reminded all over again just how smoking hot Liam Neeson can be. If I were kidnapped, I'd want him to find me!",1976859601,Sun May 31 02:19:51 +0000 2009,"iPhone 38.649506,-90.336517",mo,14484963,260,973,Wed Apr 23 03:55:52 +0000 2008,9196
-1,,smok*,Going to smoke turkey & chicken on Sunday!,1978539500,Sun May 31 06:40:37 +0000 2009,"Bolivar, MO",mo,43435954,30,1,Fri May 29 23:38:12 +0000 2009,4
-1,,smok*,Holy smokes... If you type your name into google with the state it sometimes comes up with your phone number and address... I'm creeped out,1980304304,Sun May 31 13:20:45 +0000 2009,"Wildwood, MO",mo,20029025,10,8,Wed Feb 04 05:11:47 +0000 2009,322
-1,,cig*,"Father's Day Coupon Key Code (until June 23, 2009) * FDCG15 * $15 off any prepaid 12 month Cigar Club order http://budurl.com/7h4b",1985093301,Sun May 31 23:25:02 +0000 2009,"Kansas City, MO",mo,24071381,1133,1114,Thu Mar 12 23:39:45 +0000 2009,659
1,,smok*,http://twitpic.com/5wmfh - memorial day...bout to smoke one...life's good....RED DRAGONS!,1909584102,Mon May 25 04:53:10 +0000 2009,New Jersey,nj,14857637,24,22,Wed May 21 15:19:08 +0000 2008,120
-1,,smok*,RT @ChaseNCashe: Smoking Garbage Weed in the Club = #Not Hot . That shit smell like Dung homie.,1920835601,Tue May 26 05:45:57 +0000 2009,"T 40.919301,-74.168501",nj,34015790,176,447,Tue Apr 21 19:46:26 +0000 2009,4126
1,,smok*,PRAY FOR ME TONIGHT...I HAVE A ROUGH ONE AHEAD...IM GONNA SMOKE TILL I CANT FEEL MY FACE...,1919615902,Tue May 26 03:12:58 +0000 2009,"TRENTON, NJ",nj,22423127,470,334,Sun Mar 01 23:40:07 +0000 2009,2480
1,,"cig*,marlboro",Marlboro lights suck i hate these dam cigs,1923000800,Tue May 26 12:36:14 +0000 2009,NJ,nj,38747741,25,14,Fri May 08 23:20:27 +0000 2009,37
-1,,smok*,I STR8 TOLD DIS NIGGA IF U WANT ME TO SMOKE WIT U COME OUTSIDE. LOL N HE COMIN. THTS BOUT IT HOME BOI I KNEW DIS NIGGA SINCE 1986. LOL,1923774701,Tue May 26 14:10:34 +0000 2009,New Jersey,nj,32791172,251,95,Sat Apr 18 04:45:09 +0000 2009,610
-1,,smok*,"RT @cheesivore: @drford I'm partial to my Smokey the Bear graphic with ""Stop! Only YOU can make your marriage less marriagey."" #rejectProp8",1924293004,Tue May 26 15:04:21 +0000 2009,New Jersey,nj,16367463,463,301,Fri Sep 19 18:42:19 +0000 2008,1894
0,,smok*,RT @McMedia: My dad has emphysema He gasps for air Its a horrible disease If you smoke PLEASE quit.,1927345603,Tue May 26 20:03:31 +0000 2009,"Newark, NJ",nj,36063416,1700,325,Tue Apr 28 13:26:19 +0000 2009,239
-1,,smok*,"@AbsoluteBeauty No, the #GanjaBus is free to ride! BYOS and share! (BYOS=Bring Your Own Smoke)",1927915800,Tue May 26 20:58:43 +0000 2009,"T 39.959996,-74.565347",nj,40555215,234,324,Sat May 16 22:27:30 +0000 2009,2208
0,,smok*,I love how they quit smoking for my birthday and they're smoking.,1929754703,Wed May 27 00:06:08 +0000 2009,North Wildwood NJ,nj,15869054,85,80,Fri Aug 15 23:58:22 +0000 2008,1884
1,,hookah,Hookah out back with @deathbypapercut. Good end to the night.,1932413200,Wed May 27 04:25:05 +0000 2009,"iPhone 39.325302,-74.517326",nj,24944000,106,81,Tue Mar 17 20:08:18 +0000 2009,379
1,,smok*,Made a pack of smokes last 2 days not bad for my last pack huh,1931658103,Wed May 27 03:12:52 +0000 2009,NJ,nj,15574172,69,59,Thu Jul 24 00:28:37 +0000 2008,2706
-1,,smok*,just touched down in Geneva...dont know exactly where that is on map but ill get back to ya..its crazy coffee and smoke out here though,1933893102,Wed May 27 08:22:11 +0000 2009,nj,nj,18776313,54,419,Thu Jan 08 19:51:04 +0000 2009,102
0,,cig*,@perpetualspiral And you made it through the day without a cig! YAY!,1934775002,Wed May 27 11:32:08 +0000 2009,"Sicklerville, NJ",nj,16381207,28,44,Sat Sep 20 20:02:01 +0000 2008,277
-1,,smok*,"scrambled eggs, Jarlesberg cheese, smoked salmon and heavily buttered toast...I'm happily sated...the best bedtime snack...",1933201602,Wed May 27 06:15:43 +0000 2009,"T 39.817619,-74.993957",nj,37270886,157,108,Sat May 02 20:05:08 +0000 2009,325
-1,,smok*,so the kettle burst into flames...my house stinks of smoke now...the kettle on the step cooling off...piece of crap...,1940028204,Wed May 27 21:46:41 +0000 2009,New Jersey,nj,24003804,135,54,Thu Mar 12 18:47:46 +0000 2009,1034
1,,cig*,And my morning cig and maybe a yogurt,1946471102,Thu May 28 12:11:58 +0000 2009,"Newark, NJ",nj,30656184,137,108,Sun Apr 12 14:22:50 +0000 2009,1046
1,,cig*,just got carded for cigarettes come on i dont even look 17?!!! wtfff,1949040103,Thu May 28 16:42:04 +0000 2009,"Long Branch, NJ",nj,27024155,18,22,Fri Mar 27 15:17:24 +0000 2009,479
0,,smok*,"@steveagee #twistory ""Hey guys... smoke break?"" - Joan of Arc",1951260301,Thu May 28 20:15:03 +0000 2009,New Jersey,nj,27070763,68,42,Fri Mar 27 19:01:12 +0000 2009,195
1,,cig*,"Why am I seriously so hungry today?buy me a pack of cigarettes, I'll love you forever",1952389902,Thu May 28 22:04:55 +0000 2009,"Pompton Lakes, NJ",nj,19619947,37,51,Tue Jan 27 22:05:07 +0000 2009,397
0,,"cig*,smok*",This chump at the train station is standing on crutches but still drinking a beer and smoking a cigarette..all at the same time. Champion.,1952661901,Thu May 28 22:31:49 +0000 2009,New Jersey,nj,15911912,60,38,Wed Aug 20 00:59:58 +0000 2008,321
1,,cig*,This sums it up RT @stfuxkissmex: driving home. Picking up christa. Cigarette drive. Obviously the only good thing in my life.,1953681004,Fri May 29 00:15:40 +0000 2009,"Pompton Lakes, NJ",nj,19619947,38,51,Tue Jan 27 22:05:07 +0000 2009,400
0,,smok*,Crying drinking want to smoke and cant. So im quilting.,1954744303,Fri May 29 01:56:32 +0000 2009,NJ,nj,29238797,3,5,Mon Apr 06 16:50:57 +0000 2009,30
-1,,smok*,@TheMegatronDon I aint no joke I used to let the mic smoke .. RAKIM,1955206201,Fri May 29 02:41:15 +0000 2009,"T 40.119676,-74.132222",nj,17800436,979,690,Tue Dec 02 05:11:17 +0000 2008,2188
-1,,smok*,"Gonna light a candle, listen to some 3rd Bass, smoke some weed, dance for my life, get on the hot tamale train, shower sexily & go to bed.",1956392002,Fri May 29 04:46:50 +0000 2009,New Jersey,nj,26316763,40,20,Tue Mar 24 20:33:03 +0000 2009,73
-1,,smok*,RT @TheOnion: Smoke Monster From 'Lost' Given Own Primetime Spin-Off Series http://bit.ly/tmkWH,1960160301,Fri May 29 14:31:12 +0000 2009,"iPhone 40.737761,-74.263751",nj,22257000,38,21,Sat Feb 28 13:59:32 +0000 2009,41
1,,smok*,"things to do todaY: Study, Smoke, Jerz Meeting, Then its wateva!!",1961117500,Fri May 29 16:00:43 +0000 2009,"T 40.487914,-74.443788",nj,26973036,72,75,Fri Mar 27 08:45:11 +0000 2009,485
0,,cig*,Cigarettes in Popular Films Are Target of Health Groups http://bit.ly/Jr1lG,1961804203,Fri May 29 17:04:09 +0000 2009,New Jersey,nj,18454539,1998,954,Mon Dec 29 17:47:13 +0000 2008,1213
-1,,smok*,"@MsSexyChin time to smoke that cess, to get away from all that stress!",1962981001,Fri May 29 19:01:19 +0000 2009,"Irvington, NJ",nj,37327495,60,35,Sun May 03 01:08:23 +0000 2009,707
1,,smok*,@molly_beee  Molly I need to drink I just quit smoking LOL,1963982901,Fri May 29 20:32:45 +0000 2009,NJ,nj,15574172,72,63,Thu Jul 24 00:28:37 +0000 2008,2767
0,,hookah,@missmeya thanks... I had it rockin at hookah lounge right?,1966874201,Sat May 30 01:33:28 +0000 2009,"T 39.886085,-75.002621",nj,15401078,422,2487,Sat Jul 12 05:26:35 +0000 2008,3710
-1,,smok*,"@Rome2Fly are u smokin crack down there in DC, Kobe bout 2 fry in the 4th watch, and Walton is ballin",1967559101,Sat May 30 02:48:16 +0000 2009,"Plainfield, NJ",nj,25118397,115,75,Wed Mar 18 18:02:38 +0000 2009,286
-1,,smok*,"Woman is the fire; Her womb the fuel; the invitation to man, the smoke...",1969942102,Sat May 30 08:49:19 +0000 2009,"T 39.817619,-74.993957",nj,37270886,166,123,Sat May 02 20:05:08 +0000 2009,379
0,,cig*,Have ya'll ever had a stretch that felt like the BEST ORGASM EVER??? Cuz damnnn i need a cigarette ret nah lol!,1970962402,Sat May 30 12:48:03 +0000 2009,New Jersey,nj,22429985,69,2148,Mon Mar 02 00:50:08 +0000 2009,20408
0,,hookah,Hookah $5 off any purchase & Great discounts @ myhookahoutlet.com http://ff.im/-3oEmF,1969387500,Sat May 30 06:52:44 +0000 2009,NJ,nj,10418312,924,1454,Tue Nov 20 17:29:44 +0000 2007,64797
-1,,smok*,"Smoked out, how I feel today, never flunked out, but I feel I should relay!",1972285602,Sat May 30 15:56:23 +0000 2009,"Irvington, NJ",nj,37327495,60,36,Sun May 03 01:08:23 +0000 2009,745
0,,smok*,@knotby9 no problemo just roll and smoke something for me!,1972364503,Sat May 30 16:05:13 +0000 2009,"iPhone 40.728722,-74.062363",nj,18857495,516,394,Sun Jan 11 04:39:23 +0000 2009,1306
1,,cig*,Dude mowing lawn with two cigarettes in mouth! Both lit too!,1973930000,Sat May 30 19:06:34 +0000 2009,"T 39.985152,-74.947506",nj,28327768,2,2,Thu Apr 02 12:28:08 +0000 2009,21
1,,cig*,chillin bout to hit the corner store and cop a few cigars and do my thing,1976142203,Sat May 30 23:40:41 +0000 2009,New Jersey,nj,32784016,4,6,Sat Apr 18 04:27:59 +0000 2009,119
0,,"cig*,smok*","lambs smoking cigs, a little girl lopping the head off a lamb cake http://bit.ly/S1zFp",1976747100,Sun May 31 01:56:59 +0000 2009,"rutherford, nj",nj,14146412,10,16,Fri Mar 14 12:43:24 +0000 2008,496
